2023-3-6 20:4, 1460477046525000,49,0.40222588,-0.059855044,9.809343

2023-3-6 20:4, 1460477051384038,49,0.40462008,-0.074220255,9.809343

2023-3-6 20:4, 1460477051546807,49,0.40462008,-0.074220255,9.809343

2023-3-6 20:4, 1460477051575576,49,0.39504328,-0.06703765,9.802161

2023-3-6 20:4, 1460477054271076,49,0.39983168,-0.062249243,9.802161

2023-3-6 20:4, 1460477056459423,49,0.40462008,-0.07182605,9.799767

2023-3-6 20:4, 1460477060242384,49,0.40462008,-0.06703765,9.787796

2023-3-6 20:4, 1460477060320230,49,0.39743748,-0.06943185,9.787796

2023-3-6 20:4, 1460477061882576,49,0.40940848,-0.076614454,9.783008

2023-3-6 20:4, 1460477064083307,49,0.4141969,-0.079008654,9.785401

2023-3-6 20:4, 1460477066917269,49,0.4141969,-0.06464344,9.809343

2023-3-6 20:4, 1460477071722269,49,0.4213795,-0.08379706,9.794978

2023-3-6 20:4, 1460477071900692,49,0.4213795,-0.08379706,9.794978

2023-3-6 20:4, 1460477071943615,49,0.4189853,-0.079008654,9.794978

2023-3-6 20:4, 1460477074568615,49,0.4261679,-0.08619126,9.80695

2023-3-6 20:4, 1460477077289807,49,0.4189853,-0.076614454,9.809343

2023-3-6 20:4, 1460477077729384,49,0.40222588,-0.06464344,9.804555

2023-3-6 20:4, 1460477079746384,49,0.40462008,-0.06943185,9.80695

2023-3-6 20:4, 1460477081626923,49,0.41180268,-0.08379706,9.811738

2023-3-6 20:4, 1460477083528115,49,0.39983168,-0.062249243,9.802161

2023-3-6 20:4, 1460477086346884,49,0.39264908,-0.06464344,9.799767

2023-3-6 20:4, 1460477091658769,49,0.38067806,-0.090979666,9.797373

2023-3-6 20:4, 1460477091889423,49,0.38067806,-0.08379706,9.797373

2023-3-6 20:4, 1460477091943615,49,0.38067806,-0.08379706,9.797373

2023-3-6 20:4, 1460477094441615,49,0.40701428,-0.088585466,9.821315

2023-3-6 20:4, 1460477095789576,49,0.40940848,-0.08619126,9.821315

2023-3-6 20:4, 1460477097549961,49,0.39983168,-0.08140286,9.809343

2023-3-6 20:4, 1460477100679538,49,0.40701428,-0.074220255,9.816526

2023-3-6 20:4, 1460477101737576,49,0.39025488,-0.06703765,9.792584

2023-3-6 20:4, 1460477103647000,49,0.39025488,-0.08140286,9.799767

2023-3-6 20:4, 1460477109112653,49,0.39983168,-0.06943185,9.80695

2023-3-6 20:4, 1460477112002884,49,0.39504328,-0.076614454,9.809343

2023-3-6 20:4, 1460477112482576,49,0.39504328,-0.076614454,9.809343

2023-3-6 20:4, 1460477112520038,49,0.39504328,-0.076614454,9.802161

2023-3-6 20:4, 1460477114283615,49,0.39983168,-0.079008654,9.802161

2023-3-6 20:4, 1460477115406769,49,0.40462008,-0.06703765,9.809343

2023-3-6 20:4, 1460477117616653,49,0.3878607,-0.06703765,9.814132

2023-3-6 20:4, 1460477119276961,49,0.39504328,-0.06464344,9.80695

2023-3-6 20:4, 1460477121528307,49,0.4189853,-0.06703765,9.792584

2023-3-6 20:4, 1460477123693461,49,0.41180268,-0.06943185,9.814132

2023-3-6 20:4, 1460477125775384,49,0.41180268,-0.06703765,9.811738

2023-3-6 20:4, 1460477131264576,49,0.39743748,-0.05267244,9.811738

2023-3-6 20:4, 1460477131424846,49,0.39743748,-0.055066638,9.81892

2023-3-6 20:4, 1460477131457884,49,0.39743748,-0.055066638,9.81892

2023-3-6 20:4, 1460477133631769,49,0.3878607,-0.062249243,9.81892

2023-3-6 20:4, 1460477135172538,49,0.3854665,-0.05746084,9.809343

2023-3-6 20:4, 1460477137220653,49,0.3878607,-0.055066638,9.79019

2023-3-6 20:4, 1460477139504576,49,0.39743748,-0.08140286,9.799767

2023-3-6 20:4, 1460477141785500,49,0.40940848,-0.093373865,9.799767

2023-3-6 20:4, 1460477143420500,49,0.40462008,-0.08379706,9.802161

2023-3-6 20:4, 1460477145783076,49,0.40701428,-0.07182605,9.814132

2023-3-6 20:4, 1460477151053538,49,0.4141969,-0.06943185,9.816526

2023-3-6 20:4, 1460477151235230,49,0.4141969,-0.06943185,9.816526

2023-3-6 20:4, 1460477151699038,49,0.4213795,-0.059855044,9.816526

2023-3-6 20:4, 1460477153881499,49,0.4237737,-0.062249243,9.814132

2023-3-6 20:4, 1460477155845769,49,0.4285621,-0.074220255,9.802161

2023-3-6 20:4, 1460477159104307,49,0.4333505,-0.06703765,9.797373

2023-3-6 20:4, 1460477159773307,49,0.4333505,-0.06464344,9.802161

2023-3-6 20:4, 1460477162711269,49,0.41180268,-0.07182605,9.787796

2023-3-6 20:4, 1460477163341076,49,0.40462008,-0.08379706,9.794978

2023-3-6 20:4, 1460477166998692,49,0.40222588,-0.076614454,9.79019

2023-3-6 20:4, 1460477171251269,49,0.39504328,-0.08140286,9.809343

2023-3-6 20:4, 1460477171356692,49,0.39504328,-0.08140286,9.809343

2023-3-6 20:4, 1460477171394615,49,0.39264908,-0.079008654,9.814132

2023-3-6 20:4, 1460477175189269,49,0.39504328,-0.06703765,9.802161

2023-3-6 20:4, 1460477175501846,49,0.39504328,-0.07182605,9.80695

2023-3-6 20:4, 1460477180914653,49,0.39983168,-0.06464344,9.799767

2023-3-6 20:4, 1460477180979999,49,0.4165911,-0.079008654,9.802161

2023-3-6 20:4, 1460477181310576,49,0.40701428,-0.08619126,9.797373

2023-3-6 20:4, 1460477184894499,49,0.4141969,-0.076614454,9.804555

2023-3-6 20:4, 1460477185366961,49,0.41180268,-0.076614454,9.809343

2023-3-6 20:4, 1460477197349615,49,0.40222588,-0.08140286,9.80695

2023-3-6 20:4, 1460477197698076,49,0.40222588,-0.08140286,9.80695

2023-3-6 20:4, 1460477197889192,49,0.40222588,-0.08140286,9.80695

2023-3-6 20:4, 1460477198034423,49,0.40701428,-0.08140286,9.809343

2023-3-6 20:4, 1460477198149115,49,0.4141969,-0.08619126,9.804555

2023-3-6 20:4, 1460477198247192,49,0.4165911,-0.06943185,9.80695

2023-3-6 20:4, 1460477199887230,49,0.4189853,-0.050278235,9.797373

2023-3-6 20:4, 1460477201814269,49,0.40701428,-0.06703765,9.794978

2023-3-6 20:4, 1460477203649384,49,0.40222588,-0.062249243,9.794978

2023-3-6 20:4, 1460477206497153,49,0.40701428,-0.076614454,9.799767

2023-3-6 20:4, 1460477211966730,49,0.4237737,-0.06703765,9.797373

2023-3-6 20:4, 1460477212077538,49,0.4237737,-0.06703765,9.797373

2023-3-6 20:4, 1460477212103423,49,0.4237737,-0.06464344,9.794978

2023-3-6 20:4, 1460477213752076,49,0.4213795,-0.06943185,9.79019

2023-3-6 20:4, 1460477215528807,49,0.41180268,-0.08140286,9.809343

2023-3-6 20:4, 1460477218300115,49,0.4165911,-0.08140286,9.816526

2023-3-6 20:4, 1460477219282038,49,0.4213795,-0.079008654,9.814132

2023-3-6 20:4, 1460477222328884,49,0.4189853,-0.08379706,9.802161

2023-3-6 20:4, 1460477223951499,49,0.4189853,-0.06464344,9.80695

2023-3-6 20:4, 1460477225393961,49,0.4261679,-0.06943185,9.797373

2023-3-6 20:4, 1460477231419499,49,0.40940848,-0.074220255,9.811738

2023-3-6 20:4, 1460477231474307,49,0.39504328,-0.074220255,9.799767

2023-3-6 20:4, 1460477232111769,49,0.39504328,-0.076614454,9.799767

2023-3-6 20:4, 1460477233889846,49,0.38307226,-0.08140286,9.809343

2023-3-6 20:4, 1460477236460384,49,0.39743748,-0.074220255,9.816526

2023-3-6 20:4, 1460477238057076,49,0.39504328,-0.062249243,9.81892

2023-3-6 20:4, 1460477239781423,49,0.41180268,-0.074220255,9.821315

2023-3-6 20:4, 1460477241868346,49,0.4165911,-0.074220255,9.811738

2023-3-6 20:4, 1460477244105538,49,0.40701428,-0.08379706,9.799767

2023-3-6 20:4, 1460477245702807,49,0.40462008,-0.095768064,9.804555

2023-3-6 20:4, 1460477251460153,49,0.39743748,-0.088585466,9.797373

2023-3-6 20:4, 1460477251516461,49,0.39743748,-0.088585466,9.797373

2023-3-6 20:4, 1460477251550384,49,0.40940848,-0.08140286,9.802161

2023-3-6 20:4, 1460477255932115,49,0.41180268,-0.07182605,9.799767

2023-3-6 20:4, 1460477256297807,49,0.40701428,-0.074220255,9.792584

2023-3-6 20:4, 1460477258444999,49,0.4189853,-0.07182605,9.80695

2023-3-6 20:4, 1460477259640307,49,0.4141969,-0.06703765,9.804555

2023-3-6 20:4, 1460477261767653,49,0.39983168,-0.074220255,9.794978

2023-3-6 20:4, 1460477263790269,49,0.39025488,-0.062249243,9.802161

2023-3-6 20:4, 1460477267247922,49,0.39743748,-0.06943185,9.809343

2023-3-6 20:4, 1460477271528961,49,0.41180268,-0.079008654,9.792584

2023-3-6 20:4, 1460477271616115,49,0.41180268,-0.079008654,9.792584

2023-3-6 20:4, 1460477271655692,49,0.40940848,-0.08140286,9.802161

2023-3-6 20:4, 1460477274248807,49,0.39983168,-0.076614454,9.823709

2023-3-6 20:4, 1460477275820076,49,0.39743748,-0.079008654,9.823709

2023-3-6 20:4, 1460477278051692,49,0.40222588,-0.06703765,9.821315

2023-3-6 20:4, 1460477280234769,49,0.41180268,-0.076614454,9.81892

2023-3-6 20:4, 1460477282819846,49,0.40940848,-0.06943185,9.81892

2023-3-6 20:4, 1460477289096153,49,0.4141969,-0.059855044,9.804555

2023-3-6 20:4, 1460477289234692,49,0.40462008,-0.05746084,9.797373

2023-3-6 20:4, 1460477291728499,49,0.40222588,-0.07182605,9.80695

2023-3-6 20:4, 1460477291795269,49,0.40222588,-0.07182605,9.80695

2023-3-6 20:4, 1460477291826192,49,0.40222588,-0.07182605,9.80695

2023-3-6 20:4, 1460477294216384,49,0.4189853,-0.062249243,9.80695

2023-3-6 20:4, 1460477296104653,49,0.40940848,-0.07182605,9.804555

2023-3-6 20:4, 1460477298129961,49,0.40701428,-0.06703765,9.804555

2023-3-6 20:4, 1460477299839769,49,0.4237737,-0.062249243,9.814132

2023-3-6 20:4, 1460477302365499,49,0.40462008,-0.07182605,9.809343

2023-3-6 20:4, 1460477304144192,49,0.39983168,-0.076614454,9.804555

2023-3-6 20:4, 1460477308484615,49,0.39025488,-0.08140286,9.783008

2023-3-6 20:4, 1460477311272730,49,0.39264908,-0.08140286,9.787796

2023-3-6 20:4, 1460477311872499,49,0.39264908,-0.08140286,9.787796

2023-3-6 20:4, 1460477313404999,49,0.3854665,-0.06943185,9.802161

2023-3-6 20:4, 1460477313994922,49,0.39264908,-0.06943185,9.811738

2023-3-6 20:4, 1460477316074192,49,0.39743748,-0.05746084,9.811738

2023-3-6 20:4, 1460477320143615,49,0.40940848,-0.055066638,9.809343

2023-3-6 20:4, 1460477320370192,49,0.40222588,-0.059855044,9.80695

2023-3-6 20:4, 1460477322671346,49,0.41180268,-0.08140286,9.80695

2023-3-6 20:4, 1460477324349961,49,0.40701428,-0.074220255,9.816526

2023-3-6 20:4, 1460477327034422,49,0.41180268,-0.076614454,9.811738

2023-3-6 20:4, 1460477332849230,49,0.4165911,-0.079008654,9.802161

2023-3-6 20:4, 1460477333021422,49,0.40462008,-0.08619126,9.809343

2023-3-6 20:4, 1460477333050499,49,0.40462008,-0.08619126,9.809343

2023-3-6 20:4, 1460477334970269,49,0.40701428,-0.08140286,9.811738

2023-3-6 20:4, 1460477336687499,49,0.40222588,-0.06943185,9.809343

2023-3-6 20:4, 1460477339470038,49,0.40940848,-0.076614454,9.80695

2023-3-6 20:4, 1460477341181846,49,0.39983168,-0.06703765,9.792584

2023-3-6 20:4, 1460477342676346,49,0.40222588,-0.07182605,9.792584

2023-3-6 20:4, 1460477345068999,49,0.41180268,-0.06943185,9.80695

2023-3-6 20:4, 1460477347837730,49,0.4357447,-0.08379706,9.799767

2023-3-6 20:4, 1460477352396615,49,0.40701428,-0.074220255,9.804555

2023-3-6 20:4, 1460477352514230,49,0.40701428,-0.074220255,9.804555

2023-3-6 20:4, 1460477352532999,49,0.39983168,-0.08140286,9.811738

2023-3-6 20:4, 1460477354920999,49,0.39743748,-0.08619126,9.814132

2023-3-6 20:4, 1460477356597807,49,0.39025488,-0.08140286,9.79019

2023-3-6 20:4, 1460477360140576,49,0.40701428,-0.08379706,9.783008

2023-3-6 20:4, 1460477360280846,49,0.40940848,-0.088585466,9.778219

2023-3-6 20:4, 1460477362469692,49,0.40462008,-0.06703765,9.794978

2023-3-6 20:4, 1460477363931384,49,0.39025488,-0.06703765,9.799767

2023-3-6 20:4, 1460477366582192,49,0.40940848,-0.062249243,9.792584

2023-3-6 20:4, 1460477371572422,49,0.38307226,-0.06703765,9.80695

2023-3-6 20:4, 1460477371819115,49,0.38307226,-0.06703765,9.80695

2023-3-6 20:4, 1460477372852999,49,0.39025488,-0.06943185,9.802161

2023-3-6 20:4, 1460477374870730,49,0.40222588,-0.074220255,9.802161

2023-3-6 20:4, 1460477382113999,49,0.39264908,-0.06943185,9.799767

2023-3-6 20:4, 1460477382220961,49,0.3878607,-0.059855044,9.785401

2023-3-6 20:4, 1460477382271576,49,0.39264908,-0.06703765,9.771036

2023-3-6 20:4, 1460477382302961,49,0.38307226,-0.06703765,9.778219

2023-3-6 20:4, 1460477383882999,49,0.3878607,-0.08379706,9.792584

2023-3-6 20:4, 1460477385858692,49,0.39743748,-0.090979666,9.794978

2023-3-6 20:4, 1460477396178345,49,0.40462008,-0.08379706,9.804555

2023-3-6 20:4, 1460477396286269,49,0.40462008,-0.08379706,9.804555

2023-3-6 20:4, 1460477396312692,49,0.40462008,-0.08379706,9.804555

2023-3-6 20:4, 1460477396336307,49,0.40222588,-0.08379706,9.794978

2023-3-6 20:4, 1460477396911038,49,0.40462008,-0.08140286,9.79019

2023-3-6 20:4, 1460477397876461,49,0.39983168,-0.074220255,9.79019

2023-3-6 20:4, 1460477399422345,49,0.40462008,-0.079008654,9.799767

2023-3-6 20:4, 1460477406046576,49,0.41180268,-0.074220255,9.785401

2023-3-6 20:4, 1460477406290076,49,0.4189853,-0.074220255,9.787796

2023-3-6 20:4, 1460477406334153,49,0.4189853,-0.079008654,9.797373

2023-3-6 20:4, 1460477410855807,49,0.4141969,-0.08379706,9.814132

2023-3-6 20:4, 1460477410912384,49,0.4141969,-0.08379706,9.814132

2023-3-6 20:4, 1460477411234461,49,0.40701428,-0.090979666,9.816526

2023-3-6 20:4, 1460477413582922,49,0.39743748,-0.09816227,9.80695

2023-3-6 20:4, 1460477415464422,49,0.41180268,-0.090979666,9.797373

2023-3-6 20:4, 1460477417610807,49,0.40701428,-0.08140286,9.794978

2023-3-6 20:4, 1460477419367461,49,0.40940848,-0.079008654,9.799767

2023-3-6 20:4, 1460477421859615,49,0.39504328,-0.076614454,9.814132

2023-3-6 20:4, 1460477428122345,49,0.39504328,-0.074220255,9.80695

2023-3-6 20:4, 1460477428293192,49,0.39743748,-0.06703765,9.802161

2023-3-6 20:4, 1460477433253192,49,0.4141969,-0.07182605,9.811738

2023-3-6 20:4, 1460477433334269,49,0.40940848,-0.062249243,9.814132

2023-3-6 20:4, 1460477433355230,49,0.40940848,-0.062249243,9.814132

2023-3-6 20:4, 1460477435390269,49,0.40222588,-0.047884032,9.81892

2023-3-6 20:4, 1460477435453269,49,0.40940848,-0.074220255,9.816526

2023-3-6 20:4, 1460477448905653,49,0.40222588,-0.07182605,9.81892

2023-3-6 20:4, 1460477448980615,49,0.40222588,-0.08140286,9.804555

2023-3-6 20:4, 1460477449001153,49,0.40222588,-0.07182605,9.804555

2023-3-6 20:4, 1460477449029076,49,0.40940848,-0.076614454,9.799767

2023-3-6 20:4, 1460477449049153,49,0.40701428,-0.076614454,9.797373

2023-3-6 20:4, 1460477450629230,49,0.40701428,-0.08379706,9.802161

2023-3-6 20:4, 1460477450657692,49,0.40701428,-0.08379706,9.802161

2023-3-6 20:4, 1460477451225461,49,0.39983168,-0.074220255,9.799767

2023-3-6 20:4, 1460477453587384,49,0.39743748,-0.079008654,9.804555

2023-3-6 20:4, 1460477455592461,49,0.39264908,-0.095768064,9.797373

2023-3-6 20:4, 1460477457488807,49,0.39743748,-0.079008654,9.809343

2023-3-6 20:4, 1460477459473769,49,0.39983168,-0.079008654,9.81892

2023-3-6 20:4, 1460477461416884,49,0.40462008,-0.07182605,9.816526

2023-3-6 20:4, 1460477464946461,49,0.4189853,-0.079008654,9.792584

2023-3-6 20:4, 1460477465375461,49,0.4213795,-0.076614454,9.79019

2023-3-6 20:4, 1460477470692192,49,0.39743748,-0.079008654,9.797373

2023-3-6 20:4, 1460477470732692,49,0.39743748,-0.079008654,9.797373

2023-3-6 20:4, 1460477471100961,49,0.39983168,-0.08140286,9.794978

2023-3-6 20:4, 1460477474311884,49,0.4141969,-0.08140286,9.804555

2023-3-6 20:4, 1460477475971422,49,0.40940848,-0.08140286,9.80695

2023-3-6 20:4, 1460477477937461,49,0.40222588,-0.06943185,9.80695

2023-3-6 20:4, 1460477479344268,49,0.40701428,-0.06703765,9.811738

2023-3-6 20:4, 1460477481309922,49,0.40462008,-0.06464344,9.80695

2023-3-6 20:4, 1460477483756230,49,0.41180268,-0.06703765,9.804555

2023-3-6 20:4, 1460477485273461,49,0.40462008,-0.08140286,9.79019

2023-3-6 20:4, 1460477491218153,49,0.40222588,-0.062249243,9.802161

2023-3-6 20:4, 1460477491577615,49,0.40222588,-0.062249243,9.802161

2023-3-6 20:4, 1460477491623999,49,0.40222588,-0.062249243,9.802161

2023-3-6 20:4, 1460477493349307,49,0.39743748,-0.05746084,9.80695

2023-3-6 20:4, 1460477495495268,49,0.4333505,-0.06943185,9.809343

2023-3-6 20:4, 1460477497659692,49,0.4237737,-0.074220255,9.804555

2023-3-6 20:4, 1460477499674961,49,0.40701428,-0.06703765,9.799767

2023-3-6 20:4, 1460477501402845,49,0.39504328,-0.059855044,9.787796

2023-3-6 20:4, 1460477503343038,49,0.39983168,-0.06464344,9.79019

2023-3-6 20:4, 1460477505403922,49,0.40940848,-0.076614454,9.794978

2023-3-6 20:4, 1460477510815922,49,0.39743748,-0.076614454,9.787796

2023-3-6 20:4, 1460477510862268,49,0.39743748,-0.076614454,9.787796

2023-3-6 20:4, 1460477511416884,49,0.39504328,-0.079008654,9.802161

2023-3-6 20:4, 1460477513346153,49,0.3878607,-0.076614454,9.799767

2023-3-6 20:4, 1460477515178768,49,0.39504328,-0.079008654,9.802161

2023-3-6 20:4, 1460477517183845,49,0.39504328,-0.08140286,9.794978

2023-3-6 20:4, 1460477519434076,49,0.40222588,-0.08379706,9.797373

2023-3-6 20:4, 1460477521218153,49,0.40701428,-0.074220255,9.811738

2023-3-6 20:4, 1460477525459845,49,0.40222588,-0.076614454,9.804555

2023-3-6 20:4, 1460477525493192,49,0.40222588,-0.08140286,9.80695

2023-3-6 20:4, 1460477530635153,49,0.39983168,-0.079008654,9.80695

2023-3-6 20:4, 1460477530684538,49,0.39504328,-0.074220255,9.814132

2023-3-6 20:4, 1460477531358115,49,0.39504328,-0.074220255,9.814132

2023-3-6 20:4, 1460477533176115,49,0.3854665,-0.08619126,9.80695

2023-3-6 20:4, 1460477535187192,49,0.40222588,-0.08379706,9.811738

2023-3-6 20:4, 1460477537393615,49,0.39743748,-0.06943185,9.811738

2023-3-6 20:4, 1460477541715115,49,0.40222588,-0.06943185,9.802161

2023-3-6 20:4, 1460477542796961,49,0.3854665,-0.062249243,9.804555

2023-3-6 20:4, 1460477543938538,49,0.40462008,-0.059855044,9.797373

2023-3-6 20:4, 1460477545422153,49,0.41180268,-0.07182605,9.794978

2023-3-6 20:4, 1460477551927422,49,0.40940848,-0.07182605,9.783008

2023-3-6 20:4, 1460477552067230,49,0.40940848,-0.07182605,9.783008

2023-3-6 20:4, 1460477552100230,49,0.40940848,-0.062249243,9.785401

2023-3-6 20:4, 1460477553956845,49,0.41180268,-0.06703765,9.787796

2023-3-6 20:4, 1460477556624538,49,0.39983168,-0.06703765,9.79019

2023-3-6 20:4, 1460477558083768,49,0.40701428,-0.088585466,9.794978

2023-3-6 20:4, 1460477559622807,49,0.4165911,-0.08619126,9.79019

2023-3-6 20:4, 1460477561301230,49,0.4237737,-0.088585466,9.809343

2023-3-6 20:4, 1460477563652768,49,0.40701428,-0.08379706,9.799767

2023-3-6 20:4, 1460477565748115,49,0.39743748,-0.079008654,9.802161

2023-3-6 20:4, 1460477571336192,49,0.39983168,-0.08140286,9.799767

2023-3-6 20:4, 1460477572175692,49,0.40222588,-0.08140286,9.797373

2023-3-6 20:4, 1460477572256730,49,0.40222588,-0.08140286,9.797373

2023-3-6 20:4, 1460477573878115,49,0.39743748,-0.08140286,9.799767

2023-3-6 20:4, 1460477576000422,49,0.40701428,-0.074220255,9.804555

2023-3-6 20:4, 1460477577625961,49,0.4141969,-0.06943185,9.799767

2023-3-6 20:4, 1460477579433345,49,0.4213795,-0.079008654,9.809343

2023-3-6 20:4, 1460477581245076,49,0.4141969,-0.076614454,9.81892

2023-3-6 20:4, 1460477583085730,49,0.40701428,-0.07182605,9.802161

2023-3-6 20:4, 1460477585162884,49,0.41180268,-0.07182605,9.81892

2023-3-6 20:4, 1460477592201615,49,0.39983168,-0.07182605,9.80695

2023-3-6 20:4, 1460477592279153,49,0.39983168,-0.07182605,9.80695

2023-3-6 20:4, 1460477592309461,49,0.39504328,-0.07182605,9.809343

2023-3-6 20:4, 1460477594178461,49,0.39743748,-0.074220255,9.811738

2023-3-6 20:4, 1460477595675345,49,0.4237737,-0.07182605,9.797373

2023-3-6 20:4, 1460477597421999,49,0.4213795,-0.06943185,9.797373

2023-3-6 20:4, 1460477599295307,49,0.4285621,-0.076614454,9.794978

2023-3-6 20:4, 1460477601439038,49,0.4237737,-0.074220255,9.814132

2023-3-6 20:4, 1460477603571115,49,0.4165911,-0.08140286,9.811738

2023-3-6 20:4, 1460477609093922,49,0.4141969,-0.06943185,9.799767

2023-3-6 20:4, 1460477611105191,49,0.4141969,-0.074220255,9.799767

2023-3-6 20:4, 1460477611182653,49,0.4141969,-0.074220255,9.799767

2023-3-6 20:4, 1460477611582345,49,0.40701428,-0.06703765,9.804555

2023-3-6 20:4, 1460477613938076,49,0.41180268,-0.06464344,9.809343

2023-3-6 20:4, 1460477615332538,49,0.4165911,-0.06464344,9.814132

2023-3-6 20:4, 1460477617682268,49,0.39983168,-0.06464344,9.80695

2023-3-6 20:4, 1460477619171768,49,0.40462008,-0.06464344,9.80695

2023-3-6 20:4, 1460477621174115,49,0.4141969,-0.05746084,9.809343

2023-3-6 20:4, 1460477624162730,49,0.39743748,-0.059855044,9.809343

2023-3-6 20:4, 1460477626069807,49,0.39743748,-0.06943185,9.809343

2023-3-6 20:4, 1460477631384807,49,0.40940848,-0.06703765,9.811738

2023-3-6 20:4, 1460477631521653,49,0.4141969,-0.074220255,9.81892

2023-3-6 20:4, 1460477631574384,49,0.4141969,-0.074220255,9.81892

2023-3-6 20:4, 1460477633589768,49,0.39743748,-0.079008654,9.81892

2023-3-6 20:4, 1460477635712884,49,0.40462008,-0.08140286,9.81892

2023-3-6 20:4, 1460477637215538,49,0.4141969,-0.076614454,9.81892

2023-3-6 20:4, 1460477639349422,49,0.4141969,-0.074220255,9.814132

2023-3-6 20:4, 1460477641818307,49,0.39743748,-0.074220255,9.811738

2023-3-6 20:4, 1460477643386653,49,0.39025488,-0.079008654,9.811738

2023-3-6 20:4, 1460477645415384,49,0.40222588,-0.06703765,9.804555

2023-3-6 20:4, 1460477650900076,49,0.39504328,-0.076614454,9.797373

2023-3-6 20:4, 1460477650997538,49,0.39504328,-0.076614454,9.797373

2023-3-6 20:4, 1460477653278268,49,0.3878607,-0.076614454,9.794978

2023-3-6 20:4, 1460477653335191,49,0.39504328,-0.07182605,9.794978

2023-3-6 20:4, 1460477657133115,49,0.39743748,-0.05746084,9.802161

2023-3-6 20:4, 1460477657559191,49,0.39264908,-0.06703765,9.799767

2023-3-6 20:4, 1460477659423576,49,0.40222588,-0.06703765,9.804555

2023-3-6 20:4, 1460477661661922,49,0.4141969,-0.079008654,9.816526

2023-3-6 20:4, 1460477664113076,49,0.4165911,-0.076614454,9.797373

2023-3-6 20:4, 1460477665654691,49,0.4189853,-0.076614454,9.804555

2023-3-6 20:4, 1460477671325038,49,0.39983168,-0.076614454,9.814132

2023-3-6 20:4, 1460477671842961,49,0.39504328,-0.076614454,9.814132

2023-3-6 20:4, 1460477672157730,49,0.39504328,-0.08140286,9.80695

2023-3-6 20:4, 1460477674034422,49,0.40462008,-0.074220255,9.797373

2023-3-6 20:4, 1460477675835076,49,0.39504328,-0.08140286,9.809343

2023-3-6 20:4, 1460477678274499,49,0.4141969,-0.088585466,9.804555

2023-3-6 20:4, 1460477679646768,49,0.40462008,-0.06943185,9.792584

2023-3-6 20:4, 1460477681325999,49,0.41180268,-0.06464344,9.785401

2023-3-6 20:4, 1460477683413230,49,0.4189853,-0.06943185,9.792584

2023-3-6 20:4, 1460477685964230,49,0.40701428,-0.07182605,9.811738

2023-3-6 20:4, 1460477692352922,49,0.40701428,-0.08379706,9.80695

2023-3-6 20:4, 1460477692493307,49,0.40701428,-0.08379706,9.80695

2023-3-6 20:4, 1460477692538845,49,0.40701428,-0.08619126,9.809343

2023-3-6 20:4, 1460477694709307,49,0.40462008,-0.08379706,9.80695

2023-3-6 20:4, 1460477695845768,49,0.4237737,-0.06943185,9.802161

2023-3-6 20:4, 1460477697773922,49,0.4237737,-0.05746084,9.802161

2023-3-6 20:4, 1460477699967730,49,0.40940848,-0.05746084,9.797373

2023-3-6 20:4, 1460477703154499,49,0.40222588,-0.08379706,9.809343

2023-3-6 20:4, 1460477704415076,49,0.40462008,-0.08140286,9.80695

2023-3-6 20:4, 1460477706587999,49,0.39025488,-0.06464344,9.809343

2023-3-6 20:4, 1460477711073691,49,0.40462008,-0.079008654,9.799767

2023-3-6 20:4, 1460477711324845,49,0.40462008,-0.079008654,9.799767

2023-3-6 20:4, 1460477711352576,49,0.41180268,-0.08379706,9.802161

2023-3-6 20:4, 1460477713713268,49,0.4189853,-0.088585466,9.797373

2023-3-6 20:4, 1460477715331653,49,0.40701428,-0.088585466,9.799767

2023-3-6 20:4, 1460477717386999,49,0.37349546,-0.088585466,9.816526

